Region,Country,ISP,Technology,Product name,Up to?,Downstream bandwidth,Downstream units,Downstream (Mbps),Upstream bandwidth,Upstream units,Usage cap,Cap units,Tariff currency,Connection charge (local currency),Modem cost (local currency),Monthly cost (local currency),Contract term (months),Must also take landline?,Voice mins included?,VAT included?,VAT Rate,Standard Xrate,Monthly cost (US$),PPP Xrate,Monthly cost (US$ PPP),Date tariff recorded,Notes,Source URL
Oceania,Australia,iiNet [Australia],FTTH,Fibre 3 - Standard,,12,Mbps,12,1,Mbps,1000,GB,AUD,159.00,,79.95,,,,Yes,10%,1.03,77.62,1.558494751,51.30,2012Q3,If the customer enters into a 24 month contract the connection charge will be reduced to AUD79 + The usage of 1000GB is made up of 500GB peak and 500GB off-peak,http://www.iinet.net.au/fibre/plans.html
Oceania,Australia,iiNet [Australia],FTTH,Fibre 1 - Fast,,25,Mbps,25,5,Mbps,40,GB,AUD,159.00,,54.95,,,,Yes,10%,1.03,53.35,1.558494751,35.26,2012Q3,If the customer enters into a 24 month contract the connection charge will be reduced to AUD79 + The usage of 40GB is made up of 20GB peak and 20GB off-peak,http://www.iinet.net.au/fibre/plans.html
Oceania,Australia,iiNet [Australia],FTTH,Fibre 2 - Fast,,25,Mbps,25,5,Mbps,200,GB,AUD,159.00,,64.95,,,,Yes,10%,1.03,63.06,1.558494751,41.67,2012Q3,If the customer enters into a 24 month contract the connection charge will be reduced to AUD79 + The usage of 200GB is made up of 100GB peak and 100GB off-peak,http://www.iinet.net.au/fibre/plans.html
Oceania,Australia,iiNet [Australia],FTTH,Fibre 3 - Fast,,25,Mbps,25,5,Mbps,1000,GB,AUD,159.00,,84.95,,,,Yes,10%,1.03,82.48,1.558494751,54.51,2012Q3,If the customer enters into a 24 month contract the connection charge will be reduced to AUD79 + The usage of 1000GB is made up of 500GB peak and 500GB off-peak,http://www.iinet.net.au/fibre/plans.html
Oceania,Australia,iiNet [Australia],FTTH,Fibre 1 - Faster,,50,Mbps,50,20,Mbps,40,GB,AUD,159.00,,64.95,,,,Yes,10%,1.03,63.06,1.558494751,41.67,2012Q3,If the customer enters into a 24 month contract the connection charge will be reduced to AUD79 + The usage of 40GB is made up of 20GB peak and 20GB off-peak,http://www.iinet.net.au/fibre/plans.html
Oceania,Australia,iiNet [Australia],FTTH,Fibre 2 - Faster,,50,Mbps,50,20,Mbps,200,GB,AUD,159.00,,74.95,,,,Yes,10%,1.03,72.77,1.558494751,48.09,2012Q3,If the customer enters into a 24 month contract the connection charge will be reduced to AUD79 + The usage of 200GB is made up of 100GB peak and 100GB off-peak,http://www.iinet.net.au/fibre/plans.html
Oceania,Australia,iiNet [Australia],FTTH,Fibre 3 - Faster,,50,Mbps,50,20,Mbps,1000,GB,AUD,159.00,,94.95,,,,Yes,10%,1.03,92.18,1.558494751,60.92,2012Q3,If the customer enters into a 24 month contract the connection charge will be reduced to AUD79 + The usage of 1000GB is made up of 500GB peak and 500GB off-peak,http://www.iinet.net.au/fibre/plans.html
Oceania,Australia,iiNet [Australia],FTTH,Fibre 1 - Fastest,,100,Mbps,100,40,Mbps,40,GB,AUD,159.00,,69.95,,,,Yes,10%,1.03,67.91,1.558494751,44.88,2012Q3,If the customer enters into a 24 month contract the connection charge will be reduced to AUD79 + The usage of 40GB is made up of 20GB peak and 20GB off-peak,http://www.iinet.net.au/fibre/plans.html
Oceania,Australia,iiNet [Australia],FTTH,Fibre 2 - Fastest,,100,Mbps,100,40,Mbps,200,GB,AUD,159.00,,79.95,,,,Yes,10%,1.03,77.62,1.558494751,51.30,2012Q3,If the customer enters into a 24 month contract the connection charge will be reduced to AUD79 + The usage of 200GB is made up of 100GB peak and 100GB off-peak,http://www.iinet.net.au/fibre/plans.html
Oceania,Australia,iiNet [Australia],FTTH,Fibre 3 - Fastest,,100,Mbps,100,40,Mbps,1000,GB,AUD,159.00,,99.95,,,,Yes,10%,1.03,97.04,1.558494751,64.13,2012Q3,If the customer enters into a 24 month contract the connection charge will be reduced to AUD79 + The usage of 1000GB is made up of 500GB peak and 500GB off-peak,http://www.iinet.net.au/fibre/plans.html
Oceania,Australia,Internode [Australia],ADSL,Easy Naked ADSL2+ (150GB Special),Up to,24,Mbps,24,,,150,GB,AUD,129.00,,59.95,,,,Yes,10%,1.03,58.20,1.558494751,38.47,2012Q3,The connection fee reduces to AUD79 if it’s a 24 month contract + The technology used is ADSL2+,http://www.internode.on.net/residential/adsl_broadband/easy_naked/
Oceania,Australia,Internode [Australia],ADSL,Easy Naked ADSL2+,Up to,24,Mbps,24,,,30,GB,AUD,129.00,,59.95,,,Includes VOIP with $10 call credit,Yes,10%,1.03,58.20,1.558494751,38.47,2012Q3,The connection fee reduces to AUD79 if it’s a 24 month contract + Bonus AUD10 Monthly Call Credit Included + The technology used is ADSL2+,http://www.internode.on.net/residential/adsl_broadband/easy_naked/
Oceania,Australia,Internode [Australia],ADSL,Easy Naked ADSL2+,Up to,24,Mbps,24,,,60,GB,AUD,129.00,,69.95,,,Includes VOIP with $10 call credit,Yes,10%,1.03,67.91,1.558494751,44.88,2012Q3,The connection fee reduces to AUD79 if it’s a 24 month contract + Bonus AUD10 Monthly Call Credit Included + The technology used is ADSL2+,http://www.internode.on.net/residential/adsl_broadband/easy_naked/
Oceania,Australia,Internode [Australia],ADSL,Easy Naked ADSL2+,Up to,24,Mbps,24,,,200,GB,AUD,129.00,,79.95,,,Includes VOIP with $10 call credit,Yes,10%,1.03,77.62,1.558494751,51.30,2012Q3,The connection fee reduces to AUD79 if it’s a 24 month contract + Bonus AUD10 Monthly Call Credit Included + The technology used is ADSL2+,http://www.internode.on.net/residential/adsl_broadband/easy_naked/
Oceania,Australia,Internode [Australia],ADSL,Easy Naked ADSL2+,Up to,24,Mbps,24,,,300,GB,AUD,129.00,,89.95,,,Includes VOIP with $10 call credit,Yes,10%,1.03,87.33,1.558494751,57.72,2012Q3,The connection fee reduces to AUD79 if it’s a 24 month contract + Bonus AUD10 Monthly Call Credit Included + The technology used is ADSL2+,http://www.internode.on.net/residential/adsl_broadband/easy_naked/
Oceania,Australia,Internode [Australia],ADSL,Easy Naked ADSL2+,Up to,24,Mbps,24,,,600,GB,AUD,129.00,,119.95,,,Includes VOIP with $10 call credit,Yes,10%,1.03,116.46,1.558494751,76.97,2012Q3,The connection fee reduces to AUD79 if it’s a 24 month contract + Available only in selected areas + Bonus AUD10 Monthly Call Credit Included + The technology used is ADSL2+,http://www.internode.on.net/residential/adsl_broadband/easy_naked/
Oceania,Australia,Internode [Australia],ADSL,Easy Naked ADSL2+,Up to,24,Mbps,24,,,1200,GB,AUD,129.00,,149.95,,,Includes VOIP with $10 call credit,Yes,10%,1.03,145.58,1.558494751,96.21,2012Q3,The connection fee reduces to AUD79 if it’s a 24 month contract + Available only in selected areas + Bonus AUD10 Monthly Call Credit Included + The technology used is ADSL2+,http://www.internode.on.net/residential/adsl_broadband/easy_naked/
Oceania,Australia,Optus [Australia],ADSL,120 GB Naked Broadband,,,,0,,,120,GB,AUD,79.00,,59.99,24,,,Yes,10%,1.03,58.24,1.558494751,38.49,2012Q3,The usage of 120GB is made up of 50GB peak and 70GB off-peak,https://www.optus.com.au/shop/Broadband/Broadband-Carousel/Up-to-120GB-Naked-Broadband-Plan
Oceania,Australia,Optus [Australia],ADSL,150 GB Naked Broadband,,,,0,,,150,GB,AUD,79.00,,69.99,24,,,Yes,10%,1.03,67.95,1.558494751,44.91,2012Q3,The usage of 150GB is made up of 75GB peak and 75GB off-peak,https://www.optus.com.au/shop/broadband/nakedbroadband/150plan
Oceania,Australia,Optus [Australia],ADSL,500 GB Naked Broadband,,,,0,,,500,GB,AUD,79.00,,79.99,24,,,Yes,10%,1.03,77.66,1.558494751,51.33,2012Q3,The usage of 500GB is made up of 250GB peak and 250GB off-peak,https://www.optus.com.au/shop/Broadband/Broadband-Carousel/Up-to-500GB-Naked-Broadband-Plan
Oceania,Australia,Telstra BigPond [Australia],ADSL,BigPond Elite 5GB,Up to,20,Mbps,20,,,5,GB,AUD,,219,59.95,,,,Yes,10%,1.03,58.20,1.558494751,38.47,2012Q3,"Customers can chose from a range of modems which are priced at AUD249, AUD219, AUD299 and AUD201",http://www.telstra.com.au/internet/home-broadband-bigpond-elite-plans/index.htm
Oceania,Australia,Telstra BigPond [Australia],ADSL,BigPond Elite 50GB,Up to,20,Mbps,20,,,50,GB,AUD,,219,79.95,,,,Yes,10%,1.03,77.62,1.558494751,51.30,2012Q3,"Customers can chose from a range of modems which are priced at AUD249, AUD219, AUD299 and AUD201",http://www.telstra.com.au/internet/home-broadband-bigpond-elite-plans/index.htm
Oceania,Australia,Telstra BigPond [Australia],ADSL,BigPond Elite 200GB,Up to,20,Mbps,20,,,200,GB,AUD,,219,99.95,,,,Yes,10%,1.03,97.04,1.558494751,64.13,2012Q3,"Customers can chose from a range of modems which are priced at AUD249, AUD219, AUD299 and AUD201",http://www.telstra.com.au/internet/home-broadband-bigpond-elite-plans/index.htm
Oceania,Australia,Telstra BigPond [Australia],ADSL,BigPond Elite 500GB,Up to,20,Mbps,20,,,500,GB,AUD,,219,119.95,,,,Yes,10%,1.03,116.46,1.558494751,76.97,2012Q3,"Customers can chose from a range of modems which are priced at AUD249, AUD219, AUD299 and AUD201",http://www.telstra.com.au/internet/home-broadband-bigpond-elite-plans/index.htm
Europe,Austria,Tele2Austria [Austria],ADSL,3GB ADSL,,8,Mbps,8,768,Kbps,3,GB,EUR,,,17.50,,Yes,0,Yes,20%,0.81,21.60,0.798103672,21.93,2012Q3,,http://translate.google.com/translate?hl=en&sl=de&u=http://www.tele2.at/&prev=/search%3Fq%3Dtele2%2Baustria%26hl%3Den%26rls%3Dcom.microsoft:en-us:IE-SearchBox%26prmd%3Dimvns&sa=X&ei=7fgHUIj6MI3wrQeQh_jVAg&ved=0CFwQ7gEwAA
Europe,Austria,Tele2Austria [Austria],ADSL,8MB ADSL Flat,,8,Mbps,8,768,Kbps,,,EUR,,,25.90,,Yes,500,Yes,20%,0.81,31.98,0.798103672,32.45,2012Q3,Usage cap is unlimited,http://translate.google.com/translate?hl=en&sl=de&u=http://www.tele2.at/&prev=/search%3Fq%3Dtele2%2Baustria%26hl%3Den%26rls%3Dcom.microsoft:en-us:IE-SearchBox%26prmd%3Dimvns&sa=X&ei=7fgHUIj6MI3wrQeQh_jVAg&ved=0CFwQ7gEwAA
Europe,Austria,Telecom Austria [Austria],ADSL,A1 Broadband,Up to,8,Mbps,8,768,Kbps,,,EUR,30.00,,29.90,12,,,Yes,20%,0.81,36.91,0.798103672,37.46,2012Q3,,http://www.a1.net/internet/gigaspeed
Europe,Austria,Telecom Austria [Austria],FTTC,A1 Broadband,Up to,16,Mbps,16,1,Mbps,,,EUR,30.00,,34.80,12,,,Yes,20%,0.81,42.96,0.798103672,43.60,2012Q3,,http://www.a1.net/internet/gigaspeed
Europe,Austria,Telecom Austria [Austria],FTTC,A1 Broadband,Up to,30,Mbps,30,4,Mbps,,,EUR,30.00,,39.80,12,,,Yes,20%,0.81,49.14,0.798103672,49.87,2012Q3,,http://www.a1.net/internet/gigaspeed
Europe,Austria,Telecom Austria [Austria],FTTH,A1 Broadband,Up to,50,Mbps,50,5,Mbps,,,EUR,30.00,,59.80,12,,,Yes,20%,0.81,73.83,0.798103672,74.93,2012Q3,,http://www.a1.net/internet/gigaspeed
Europe,Austria,Telecom Austria [Austria],FTTH,A1 Broadband,Up to,100,Mbps,100,10,Mbps,,,EUR,30.00,,74.80,12,,,Yes,20%,0.81,92.35,0.798103672,93.72,2012Q3,,http://www.a1.net/internet/gigaspeed
Europe,Austria,UPC Austria [Austria],ADSL,Simple ADSL,,8192,Kbps,8.192,768,Kbps,,,EUR,,,6.90,,Yes,,Yes,20%,0.81,8.52,0.798103672,8.65,2012Q3,Unlimited data,http://translate.googleusercontent.com/translate_c?hl=en&prev=/search%3Fq%3DUPC%2BAustria%26hl%3Den%26rls%3Dcom.microsoft:en-us:IE-SearchBox%26prmd%3Dimvns&rurl=translate.google.com&sl=de&u=http://www.upc.at/internet/adsl/adsl_simple/&usg=ALkJrhgmIgxEgdQP5X5yMJjLKo8jYfjPng
Europe,Austria,UPC Austria [Austria],ADSL,Strong ADSL,,16384,Kbps,16.384,1024,Kbps,,,EUR,,,12.90,,Yes,,Yes,20%,0.81,15.93,0.798103672,16.16,2012Q3,Unlimited data,http://translate.googleusercontent.com/translate_c?hl=en&prev=/search%3Fq%3DUPC%2BAustria%26hl%3Den%26rls%3Dcom.microsoft:en-us:IE-SearchBox%26prmd%3Dimvns&rurl=translate.google.com&sl=de&u=http://www.upc.at/internet/adsl/adsl_strong/&usg=ALkJrhgMxqyA8zvBrShHkQMcwj-9HceHOg
Europe,Austria,UPC Austria [Austria],ADSL,aDSL Solo,,8192,Kbps,8.192,768,Kbps,,,EUR,,,25.90,,,,Yes,20%,0.81,31.98,0.798103672,32.45,2012Q3,Unlimited data,http://translate.googleusercontent.com/translate_c?hl=en&prev=/search%3Fq%3DUPC%2BAustria%26hl%3Den%26rls%3Dcom.microsoft:en-us:IE-SearchBox%26prmd%3Dimvns&rurl=translate.google.com&sl=de&u=http://www.upc.at/internet/adsl/adsl_solo/&usg=ALkJrhjuNZFk4qEaKokbQV9GHfsHKi3D0g
Europe,Austria,UPC Austria [Austria],ADSL,aDSL Solo Plus,,16384,Kbps,16.384,1024,Kbps,,,EUR,,,29.90,,,,Yes,20%,0.81,36.91,0.798103672,37.46,2012Q3,Unlimited data,http://translate.googleusercontent.com/translate_c?hl=en&prev=/search%3Fq%3DUPC%2BAustria%26hl%3Den%26rls%3Dcom.microsoft:en-us:IE-SearchBox%26prmd%3Dimvns&rurl=translate.google.com&sl=de&u=http://www.upc.at/internet/adsl/adsl_solo_plus/&usg=ALkJrhglGSeOkKD3bzFDjU0S4_0KgiJNnw
Europe,Austria,UPC Austria [Austria],ADSL,Internet-Fix,,10240,Kbps,10.24,1024,Kbps,,,EUR,29.90,0,15.90,24,,,Yes,20%,0.81,19.63,0.798103672,19.92,2012Q3,The package is also available at EUR19.90 for a 12 month contract + Unlimited data + Internet service fee of EUR15 per year,http://translate.googleusercontent.com/translate_c?hl=en&prev=/search%3Fq%3DUPC%2BAustria%26hl%3Den%26rls%3Dcom.microsoft:en-us:IE-SearchBox%26prmd%3Dimvns&rurl=translate.google.com&sl=de&u=http://www.upc.at/internet/fix/&usg=ALkJrhg3VM8yCeFV_UrIMhKrGE2ahQ4oHQ
Europe,Austria,UPC Austria [Austria],Cable,Fiber Power,Up to,35840,Kbps,35.84,4096,Kbps,,,EUR,29.90,,22.90,12,,,Yes,20%,0.81,28.27,0.798103672,28.69,2012Q3,Unlimited data + Internet service fee of EUR15 per year + After he first six months the monthly charge will be EUR22.90,http://translate.googleusercontent.com/translate_c?hl=en&prev=/search%3Fq%3DUPC%2BAustria%26hl%3Den%26rls%3Dcom.microsoft:en-us:IE-SearchBox%26prmd%3Dimvns&rurl=translate.google.com&sl=de&u=http://www.upc.at/internet/fiberpower_ubersicht/&usg=ALkJrhhJsBgMiTbamxSnPnZaC_ACnMoVQA
Europe,Austria,UPC Austria [Austria],Cable,Ultra Fiber Power,Up to,102400,Kbps,102.4,10240,Kbps,,,EUR,29.90,,49.90,12,,,Yes,20%,0.81,61.60,0.798103672,62.52,2012Q3,Unlimited data + Internet service fee of EUR15 per year,http://translate.googleusercontent.com/translate_c?hl=en&prev=/search%3Fq%3DUPC%2BAustria%26hl%3Den%26rls%3Dcom.microsoft:en-us:IE-SearchBox%26prmd%3Dimvns&rurl=translate.google.com&sl=de&u=http://www.upc.at/internet/fiberpower_ubersicht/&usg=ALkJrhhJsBgMiTbamxSnPnZaC_ACnMoVQA
Asia,Azerbaijan,IntraNS [Azerbaijan],ADSL,ADSL unlimited access,,512,Kbps,0.512,512,Kbps,,,AZN,15.00,,44.00,,,,No,18%,0.8,55.00,0.538797297,81.66,2012Q3,Unlimited usage.,http://www.az/eng/prices_adsl.shtml
Asia,Azerbaijan,IntraNS [Azerbaijan],ADSL,ADSL unlimited access,,1024,Kbps,1.024,1024,Kbps,,,AZN,15.00,,80.00,,,,No,18%,0.8,100.00,0.538797297,148.48,2012Q3,Unlimited usage.,http://www.az/eng/prices_adsl.shtml
Asia,Azerbaijan,IntraNS [Azerbaijan],ADSL,ADSL unlimited access,,2048,Kbps,2.048,1024,Kbps,,,AZN,15.00,,140.00,,,,No,18%,0.8,175.00,0.538797297,259.84,2012Q3,Unlimited usage.,http://www.az/eng/prices_adsl.shtml
Asia,Azerbaijan,IntraNS [Azerbaijan],ADSL,ADSL unlimited access,,3072,Kbps,3.072,1024,Kbps,,,AZN,15.00,,240.00,,,,No,18%,0.8,300.00,0.538797297,445.44,2012Q3,Unlimited usage.,http://www.az/eng/prices_adsl.shtml
Asia,Azerbaijan,IntraNS [Azerbaijan],ADSL,ADSL unlimited access,,4096,Kbps,4.096,1024,Kbps,,,AZN,15.00,,320.00,,,,No,18%,0.8,400.00,0.538797297,593.92,2012Q3,Unlimited usage.,http://www.az/eng/prices_adsl.shtml
Asia,Bangladesh,BTCL [Bangladesh],ADSL,Super saver: Volume based package,,256,Kbps,0.256,,,2,GB,BDT,400.00,"2,000-6,000",300.00,,,,No,15%,81,3.70,29.26104302,10.25,2012Q3,The connection charge includes registration charge of BDT100 and Set up & configuration charge of BDT300. Subscribers have to purchase ADSL modem with splitter and router from market (available at BDT 2000-6000),http://www.btcl.gov.bd/rate/rate.htm
Asia,Bangladesh,BTCL [Bangladesh],ADSL,Standard: Volume based package,,512,Kbps,0.512,,,5,GB,BDT,400.00,"2,000-6,000",500.00,,,,No,15%,81,6.17,29.26104302,17.09,2012Q3,The connection charge includes registration charge of BDT100 and Set up & configuration charge of BDT300. Subscribers have to purchase ADSL modem with splitter and router from market (available at BDT 2000-6000),http://www.btcl.gov.bd/rate/rate.htm
Asia,Bangladesh,BTCL [Bangladesh],ADSL,Premium: Volume based package,,1,Mbps,1,,,12,GB,BDT,400.00,"2,000-6,000","1,000.00",,,,No,15%,81,12.35,29.26104302,34.18,2012Q3,The connection charge includes registration charge of BDT100 and Set up & configuration charge of BDT300. Subscribers have to purchase ADSL modem with splitter and router from market (available at BDT 2000-6000),http://www.btcl.gov.bd/rate/rate.htm
Asia,Bangladesh,BTCL [Bangladesh],ADSL,Express: Volume based package,,1,Mbps,1,,,30,GB,BDT,400.00,"2,000-6,000","1,800.00",,,,No,15%,81,22.22,29.26104302,61.52,2012Q3,The connection charge includes registration charge of BDT100 and Set up & configuration charge of BDT300. Subscribers have to purchase ADSL modem with splitter and router from market (available at BDT 2000-6000),http://www.btcl.gov.bd/rate/rate.htm
Asia,Bangladesh,BTCL [Bangladesh],ADSL,Bcube Infinity-128: 24-hour unlimited package,,128,Kbps,0.128,,,,,BDT,400.00,"2,000-6,000",450.00,,,,No,15%,81,5.56,29.26104302,15.38,2012Q3,The connection charge includes registration charge of BDT100 and Set up & configuration charge of BDT300. Subscribers have to purchase ADSL modem with splitter and router from market (available at BDT 2000-6000). Unlimited usage.,http://www.btcl.gov.bd/rate/rate.htm
Asia,Bangladesh,BTCL [Bangladesh],ADSL,Bcube Infinity-256: 24-hour unlimited package,,256,Kbps,0.256,,,,,BDT,400.00,"2,000-6,000",750.00,,,,No,15%,81,9.26,29.26104302,25.63,2012Q3,The connection charge includes registration charge of BDT100 and Set up & configuration charge of BDT300. Subscribers have to purchase ADSL modem with splitter and router from market (available at BDT 2000-6000) Unlimited usage.,http://www.btcl.gov.bd/rate/rate.htm
Asia,Bangladesh,BTCL [Bangladesh],ADSL,Bcube Infinity-512: 24-hour unlimited package,,512,Kbps,0.512,,,,,BDT,400.00,"2,000-6,000","1,150.00",,,,No,15%,81,14.20,29.26104302,39.30,2012Q3,The connection charge includes registration charge of BDT100 and Set up & configuration charge of BDT300. Subscribers have to purchase ADSL modem with splitter and router from market (available at BDT 2000-6000). Unlimited usage.,http://www.btcl.gov.bd/rate/rate.htm
Asia,Bangladesh,BTCL [Bangladesh],ADSL,Bcube Infinity-1024: 24-hour unlimited package,,1,Mbps,1,,,,,BDT,400.00,"2,000-6,000","2,000.00",,,,No,15%,81,24.69,29.26104302,68.35,2012Q3,The connection charge includes registration charge of BDT100 and Set up & configuration charge of BDT300. Subscribers have to purchase ADSL modem with splitter and router from market (available at BDT 2000-6000). Unlimited usage.,http://www.btcl.gov.bd/rate/rate.htm
Asia,Bangladesh,InTech Online [Bangladesh],ADSL,InTech regular,Up to,32,Kbps,0.032,48,Kbps,,,BDT,"7,000.00",,"3,500.00",,,,No,15%,81,43.21,29.26104302,119.61,2012Q3,Unlimited usage.,http://www.intechworld.net/linkpage/adslsoho.html
Asia,Bangladesh,InTech Online [Bangladesh],ADSL,InTech prime,Up to,64,Kbps,0.064,48,Kbps,,,BDT,"7,000.00",,"7,000.00",,,,No,15%,81,86.42,29.26104302,239.23,2012Q3,Unlimited usage.,http://www.intechworld.net/linkpage/adslsoho.html
Asia,Bangladesh,InTech Online [Bangladesh],ADSL,InTech supreme,Up to,128,Kbps,0.128,48,Kbps,,,BDT,"7,000.00",,"14,000.00",,,,No,15%,81,172.84,29.26104302,478.45,2012Q3,Unlimited usage.,http://www.intechworld.net/linkpage/adslsoho.html
Asia,Bangladesh,InTech Online [Bangladesh],ADSL,InTech single user,Up to,44,Kbps,0.044,48,Kbps,,,BDT,"2,000.00",,"1,000.00",,,,No,15%,81,12.35,29.26104302,34.18,2012Q3,24 hours connectivity.,http://www.intechworld.net/linkpage/adslsoho.html
Europe,Belarus,Beltelecom [Belarus],WiMax,Homebody Plus,Up to,2048,Kbps,2.048,512,Kbps,,,BYR,,,"88,000.00",,,,No,,8270,10.64,1925.100592,45.71,2012Q3,Unlimited usage.,http://translate.google.com/translate?sl=auto&tl=en&js=n&prev=_t&hl=en&ie=UTF-8&layout=2&eotf=1&u=http%3A%2F%2Fbyfly.by%2F
Europe,Belarus,Beltelecom [Belarus],WiMax,Homebody XXL,Up to,3072,Kbps,3.072,512,Kbps,,,BYR,,,"110,000.00",,,,No,,8270,13.30,1925.100592,57.14,2012Q3,Unlimited usage.,http://translate.google.com/translate?sl=auto&tl=en&js=n&prev=_t&hl=en&ie=UTF-8&layout=2&eotf=1&u=http%3A%2F%2Fbyfly.by%2F
Europe,Belarus,Beltelecom [Belarus],WiMax,Comfort Standard,,,,0,,,4,GB,BYR,,,"40,700.00",,,,No,,8270,4.92,1925.100592,21.14,2012Q3,,http://translate.google.com/translate?sl=auto&tl=en&js=n&prev=_t&hl=en&ie=UTF-8&layout=2&eotf=1&u=http%3A%2F%2Fbyfly.by%2F
Europe,Belarus,Beltelecom [Belarus],WiMax,Comfort Express,,,,0,,,10,GB,BYR,,,"55,000.00",,,,No,,8270,6.65,1925.100592,28.57,2012Q3,,http://translate.google.com/translate?sl=auto&tl=en&js=n&prev=_t&hl=en&ie=UTF-8&layout=2&eotf=1&u=http%3A%2F%2Fbyfly.by%2F
Europe,Belgium,Belgacom [Belgium],FTTC,Belgacom internet evrywhere Start,,30,Mbps,30,1.5,Mbps,50,GB,EUR,149.00,0,24.95,,,,Yes,21%,0.81,30.80,0.798103672,31.26,2012Q3,"EUR99, the connection fee is the installation fee. If the installation is done by customer, then the charge will be EUR29 for Do-It-Yourself kit. There is another cost of EUR50 as activation cost.  Belgacom has added mobile Internet to all its fixed Internet subscriptions, with no extra charge.",http://www.belgacom.be/onetelco/be-en/step/s_int_start_inst.page?
Europe,Belgium,Belgacom [Belgium],FTTC,Belgacom internet evrywhere Comfort,,30,Mbps,30,2.5,Mbps,150,GB,EUR,149.00,0,34.05,,,,Yes,21%,0.81,42.04,0.798103672,42.66,2012Q3,"Unlimited usage.EUR99, the connection fee is the installation fee. If the installation is done by customer, then the charge will be EUR29 for Do-It-Yourself kit. There is another cost of EUR50 as activation cost.  Belgacom has added mobile Internet to all its fixed Internet subscriptions, with no extra charge.",http://www.belgacom.be/onetelco/be-en/step/s_int_comfort_inst.page?
Europe,Belgium,Belgacom [Belgium],FTTC,Belgacom internet evrywhere Maxi,,30,Mbps,30,3.5,Mbps,,,EUR,149.00,0,44.95,,,,Yes,21%,0.81,55.48,0.798103672,56.31,2012Q3,"EUR99, the connection fee is the installation fee. If the installation is done by customer, then the charge will be EUR29 for Do-It-Yourself kit. There is another cost of EUR50 as activation cost.  Belgacom has added mobile Internet to all its fixed Internet subscriptions, with no extra charge.",http://www.belgacom.be/onetelco/be-en/step/s_internet_abonnement_maxi_inst.page?
Europe,Belgium,Telenet [Belgium],Cable,Fibernet,,60,Mbps,60,4,Mbps,,,EUR,50.00,0,44.95,,,,Yes,21%,0.81,55.49,0.798103672,56.32,2012Q3,"Activation is free for customers who already have internet, telephone or digital tv from Telenet. Unlimited usage.",http://telenet.be/2985/en/residential/internet/fixed-internet/fibernet#Internet
Europe,Belgium,Telenet [Belgium],Cable,Fibernet XL,,120,Mbps,120,5,Mbps,,,EUR,50.00,0,64.95,,,,Yes,21%,0.81,80.19,0.798103672,81.38,2012Q3,"Activation is free for customers who already have internet, telephone or digital tv from Telenet. Unlimited usage.",http://telenet.be/2688/en/residential/internet/fixed-internet/fibernet-xl
Europe,Belgium,Telenet [Belgium],Cable,Basic internet,,30,Mbps,30,2.5,Mbps,100,GB,EUR,50.00,0,24.95,,,,Yes,21%,0.81,30.80,0.798103672,31.26,2012Q3,"Activation is free for customers who already have internet, telephone or digital tv from Telenet.",http://telenet.be/3239/en/residential/internet/fixed-internet/basic-internet
Africa,Benin,Isocel [Benin],ADSL,,,128,Kbps,0.128,,,,,XOF,"24,000.00",50000,"25,000.00",1,,,?,,528.7,47.29,312.6177519,79.97,2012Q3,,http://isoceltelecom.com/documents/file/tarifs_isoceltelecom.pdf
Africa,Benin,Kanakoo [Benin],WiMax,Kanakoo WIMAX,,256,Kbps,0.256,,,,,XOF,"200,000.00",50000,"25,000.00",,,,?,,528.7,47.29,312.6177519,79.97,2012Q3,,http://www.kanakoo.bj
Africa,Benin,Kanakoo [Benin],ADSL,Comfort Kanakoo ADSL,,1024,Kbps,1.024,,,,,XOF,"20,000.00",92000,"80,000.00",,,,?,,528.7,151.31,312.6177519,255.90,2012Q3,,http://www.kanakoo.bj
Africa,Benin,Kanakoo [Benin],ADSL,Kanakoo Family ADSL,,512,Kbps,0.512,,,,,XOF,"20,000.00",92000,"25,000.00",,,,?,,528.7,47.29,312.6177519,79.97,2012Q3,,http://www.kanakoo.bj
South America,Bolivia,Comteco [Bolivia],,Infinite Supernet,,,,0,,,,,BOB,,,80.00,,,,?,,6.83,11.71,3.274305589,24.43,2012Q3,Speed of the package is not available + Technology is not given,http://translate.googleusercontent.com/translate_c?hl=en&prev=/search%3Fq%3Dcomteco%2Bbolivia%26hl%3Den%26biw%3D1229%26bih%3D794%26prmd%3Dimvns&rurl=translate.google.lk&sl=es&u=http://www.supernet.com.bo/zona-hogar-supernet/internet-infinito.html&usg=ALkJrhjwummZ-3GUmTZxm8-JBUs4nvG3Dw
South America,Bolivia,Cotas [Bolivia],ADSL,ADSL 6300,,340,Kbps,0.34,,,,,BOB,175.00,,140.00,,,,Yes,13%,6.83,20.50,3.274305589,42.76,2012Q3,Offered only in the City of Santa Cruz. Price includes VAT.,http://www.adsl.cotas.net/tarifas.asp
South America,Bolivia,Cotas [Bolivia],ADSL,BANDA ANCHA 1,,425,Kbps,0.425,,,,,BOB,175.00,,173.00,,,,Yes,13%,6.83,25.33,3.274305589,52.84,2012Q3,For cities Santa Cruz - La Paz - Cochabamba. Price includes VAT.,http://www.adsl.cotas.net/tarifas.asp
